,title,rating,pick_or_not,byline,headline,pub_date,open_date
385,Vaya,,1,JEANNETTE CATSOULIS,"Review: In ‘Vaya,’ Three Travelers Find Danger in Johannesburg",2018-10-25,
386,1985,,1,GLENN KENNY,"Review: In ‘1985,’ a Young Man Hides a Plague From His Family",2018-10-25,
387,The Dark,,0,TEO BUGBEE,"Review: In ‘The Dark,’ a Traumatized Teenager Becomes a Zombie",2018-10-25,2018-10-26
388,Viper Club,R,0,BEN KENIGSBERG,Review: ‘Viper Club’ Looks Behind the Scenes of a Press Kidnapping,2018-10-25,2018-10-26
389,Trust Machine: The Story of Blockchain,,0,BEN KENIGSBERG,"Review: In Boosting Blockchain, ‘Trust Machine’ Chains Itself In",2018-10-25,
390,Don't Go,,0,TEO BUGBEE,"Review: In ‘Don’t Go,’ Will a Dad’s Dreams Change Reality?",2018-10-25,2018-10-26
391,Hunter Killer,R,0,BEN KENIGSBERG,Review: ‘Hunter Killer’ Explores the Depths of Geopolitics,2018-10-25,2018-10-26
392,London Fields,R,0,JEANNETTE CATSOULIS,"Review: In ‘London Fields,’ Sex, Apocalypse and Writer’s Block",2018-10-25,2018-10-26
393,Foreign Land,,0,KEN JAWOROWSKI,Review: ‘Foreign Land’ Sees a Better Past Than Future for the Middle East,2018-10-25,
394,Johnny English Strikes Again,PG,0,BEN KENIGSBERG,Review: Rowan Atkinson Returns in ‘Johnny English Strikes Again’,2018-10-24,2018-10-26
395,Suspiria,R,0,MANOHLA DARGIS,Review: ‘Suspiria’ Is a Gaudy Freakout of Female Violence,2018-10-24,2018-11-02
396,Life & Nothing More,,1,BEN KENIGSBERG,Review: ‘Life and Nothing More’ Places Family in the Center,2018-10-23,2018-10-24
397,Wildlife,PG-13,1,GLENN KENNY,"Review: In ‘Wildlife,’ Passions Run Rampant",2018-10-18,
398,Nigerian Prince,,1,HELEN T. VERONGOS,Review: Bright Young Men Stoop to Scam in ‘Nigerian Prince’,2018-10-18,
399,On Her Shoulders,,1,KEN JAWOROWSKI,Review: ‘On Her Shoulders’ Follows Nobel Peace Prize Winner Nadia Murad,2018-10-18,
400,The Guilty,R,1,JEANNETTE CATSOULIS,Review: ‘The Guilty’ Places a Troubled Police Officer on Hold,2018-10-18,2018-10-19
401,The Waldheim Waltz,,0,BILGE EBIRI,"Review: In ‘The Waldheim Waltz,’ a Nation Reckons With Its Nazi Past",2018-10-18,
402,Galveston,,0,BEN KENIGSBERG,"Review: In ‘Galveston,’ on the Run With Nowhere to Go",2018-10-18,2018-10-19
403,What They Had,R,0,JEANNETTE CATSOULIS,"Review: In ‘What They Had,’ a Family Bickers While a Mother Drifts Away",2018-10-18,2018-10-19
404,Caniba,,0,GLENN KENNY,"Review: In ‘Caniba,’ a Killer Tries to Make His Case",2018-10-18,2018-10-19
405,Halloween,,1,JASON ZINOMAN,‘Halloween’ 1978: The Times Finally Reviews a Horror Classic,2018-10-17,1978-10-27
406,A Season in France,,1,AISHA HARRIS,Review: A Restless Spirit Haunts a Family in ‘A Season in France’,2018-10-17,2018-10-19
407,Halloween,R,0,JEANNETTE CATSOULIS,"‘Halloween’ Review: Jamie Lee Curtis, Look Out!",2018-10-17,2018-10-19
408,Mid90s,,0,A.O. SCOTT,Review: ‘Mid90s’ Skates Back to a Less Innocent Time,2018-10-17,2018-10-19
409,Can You Ever Forgive Me,R,1,A.O. SCOTT,Review: Melissa McCarthy Is Criminally Good in ‘Can You Ever Forgive Me?’,2018-10-16,2018-10-19
410,Charm City,,1,BEN KENIGSBERG,Review: ‘Charm City’ Vividly Captures the Streets of Baltimore,2018-10-16,2018-04-22
411,Horn from the Heart: The Paul Butterfield Story,,1,GLENN KENNY,Review: Paul Butterfield’s Story Is Told in ‘Horn From the Heart’,2018-10-16,2018-10-19
412,The Price of Everything,,0,A. O. SCOTT,Review: ‘The Price of Everything’ Asks $56 Billion Questions About Art,2018-10-16,2018-10-19
413,Impulso,,0,BEN KENIGSBERG,Review: ‘Impulso’ Goes Backstage With a Flamenco Innovator,2018-10-16,
414,Watergate,,1,A.O. SCOTT,Review: ‘Watergate’ Shocks Anew With Its True Tale of Political Scandal,2018-10-11,2018-10-12
415,Barbara,,1,GLENN KENNY,"Review: In ‘Barbara,’ a Fictional Biopic of a French Chanteuse",2018-10-11,
416,Over the Limit,,1,JEANNETTE CATSOULIS,Review: A Russian Gymnast Goes ‘Over the Limit’,2018-10-11,2018-10-05
417,The Kindergarten Teacher,R,1,JEANNETTE CATSOULIS,Review: The Disturbing Obsession of ‘The Kindergarten Teacher’,2018-10-11,2018-10-12
418,Classical Period,,1,BEN KENIGSBERG,"Review: In ‘Classical Period,’ a Deep Dive — Really Deep — Into Dante",2018-10-11,
419,Bad Times at the El Royale,R,0,MANOHLA DARGIS,Review: Hard-Boiled Play in ‘Bad Times at the El Royale’,2018-10-11,2018-10-12
420,Beautiful Boy,R,0,A.O. SCOTT,"Review: In ‘Beautiful Boy,’ a Writer Confronts His Son’s Meth Addiction",2018-10-11,2018-10-12
421,The Oath,R,0,GLENN KENNY,"Review: In ‘The Oath,’ a Pledge of Allegiance to a President Creates Chasms",2018-10-11,2018-10-12
422,Bikini Moon,,0,KEN JAWOROWSKI,Review: ‘Bikini Moon’ Finds a Documentary Crew Under Its Subject’s Spell,2018-10-11,2018-10-12
423,Goosebumps 2: Haunted Halloween,PG,0,TEO BUGBEE,Review: ‘Goosebumps 2: Haunted Halloween’ Is Toothless Terror,2018-10-11,2018-10-12
424,The Sentence,,0,KEN JAWOROWSKI,"Review: In ‘The Sentence,’ a Woman Gets Prison, Her Family Also Pays",2018-10-11,2018-10-12
425,All Square,,0,GLENN KENNY,"Review: In ‘All Square,’ Taking Big Bets on Youth Baseball",2018-10-11,
426,Sadie,,0,KEN JAWOROWSKI,Review: The Drama ‘Sadie’ Finds a Teenager in a Tough Situation,2018-10-11,2018-10-12
427,After Everything,,0,TEO BUGBEE,"Review: In ‘After Everything,’ a Young Love Blooms in Crisis",2018-10-11,2018-10-12
428,First Man,PG-13,0,A.O. SCOTT,"Review: ‘First Man’ Takes a Giant Leap for Man, a Smaller Step for Movies",2018-10-10,2018-10-12
429,22 July,R,0,MANOHLA DARGIS,Review: Looking Anew at a Norwegian Massacre in ‘22 July’,2018-10-09,2018-10-10
430,The Happy Prince,R,0,JEANNETTE CATSOULIS,"Review: In His Last Years, Oscar Wilde Is Far From ‘The Happy Prince’",2018-10-09,2018-10-10
431,Liyana,,0,BEN KENIGSBERG,"Review: In ‘Liyana,’ Swaziland Orphans Turn Hardship Into a Folk Tale",2018-10-09,2018-10-10
432,A Crooked Somebody,R,1,KEN JAWOROWSKI,Review: ‘A Crooked Somebody’ Finds a Con Man Caught Up in His Own Plan,2018-10-04,2018-10-05
433,Studio 54,,1,GLENN KENNY,"Review: Against the Odds, ‘Studio 54’ Sheds Light on the Club",2018-10-04,2018-10-05
434,Wajib,,1,GLENN KENNY,"Review: In ‘Wajib,’ a Father and Son Trek Through Nazareth",2018-10-04,2018-10-05
435,Wobble Palace,,1,TEO BUGBEE,"Review: In ‘Wobble Palace,’ a Relationship Hangs by a Stringy Toupee",2018-10-04,
436,Await Further Instructions,,1,JEANNETTE CATSOULIS,"Review: In ‘Await Further Instructions,’ a Family Home Becomes a Battleground",2018-10-04,2018-10-05
437,Private Life,R,1,A.O. SCOTT,"Review: ‘Private Life,’ a Piquant Look at a Couple’s Campaign to Conceive",2018-10-04,2018-10-05
438,Venom,PG-13,0,GLENN KENNY,"Review: In ‘Venom,’ Tom Hardy as a Weirder-Than-Usual, Not-Quite Superhero",2018-10-04,2018-10-05
439,Bayou Caviar,,0,BEN KENIGSBERG,"Review: In ‘Bayou Caviar,’ the Main Course Is a Cold-Blooded Noir",2018-10-04,2018-10-05
440,Above and Beyond: NASA's Journey To Tomorrow,Not Rated,0,GLENN KENNY,"Review: ‘Above and Beyond,’ a Heartening Salute to NASA",2018-10-04,
441,Shine,R,0,KEN JAWOROWSKI,Review: ‘Shine’ Puts the Focus on Salsa Dancing in Spanish Harlem,2018-10-04,2018-10-05
442,Trouble,,0,JEANNETTE CATSOULIS,"Review: ‘Trouble’ in Vermont, as Two Siblings Fight for Land",2018-10-04,
443,Viking Destiny,R,0,JEANNETTE CATSOULIS,"Review: In ‘Viking Destiny,’ a Warrior Princess Reclaims Her Throne",2018-10-04,2018-10-05
444,A Star Is Born,R,1,MANOHLA DARGIS,Review: ‘A Star Is Born’ Brings Gorgeous Heartbreak,2018-10-03,2018-10-05
445,The Hate U Give,PG-13,0,AISHA HARRIS,"Review: In ‘The Hate U Give,’ a Police Shooting Forces a Teen to Find Her Voice",2018-10-03,2018-10-19
446,The Great Buster,,0,A.O. SCOTT,Review: ‘The Great Buster’ Brings a Deadpan Genius Back to Life,2018-10-03,2018-10-05
447,Moynihan,,0,BEN KENIGSBERG,"Review: ‘Moynihan’ Is a Conventional, Entertaining Political Documentary",2018-10-02,2018-10-03
448,Free Solo,PG-13,1,JEANNETTE CATSOULIS,"Review: In ‘Free Solo,’ Braving El Capitan With Only Fingers and Toes",2018-09-27,2018-09-28
449,Bad Reputation,R,1,GLENN KENNY,Review: ‘Bad Reputation’ Argues for Joan Jett’s Importance,2018-09-27,2018-09-28
450,Monsters and Men,R,1,JEANNETTE CATSOULIS,"Review: In ‘Monsters and Men,’ Racism Disrupts a Neighborhood",2018-09-27,2018-09-28
451,All About Nina,R,0,MANOHLA DARGIS,"Review: ‘All About Nina,’ a Funny Lady (With Issues)",2018-09-27,2018-09-28
452,Summer '03,,0,TEO BUGBEE,"Review: In ‘Summer ’03,’ Coming of Age Is More Bitter Than Sweet",2018-09-27,2018-09-28
453,Scaffolding,,0,BEN KENIGSBERG,"Review: In ‘Scaffolding,’ Graduation Is Near. But the Real Lessons Are Ahead.",2018-09-27,
454,Smallfoot,PG,0,BEN KENIGSBERG,Review: ‘Smallfoot’ Struggles to Leave an Impression,2018-09-27,2018-09-28
455,Matangi/Maya/M.I.A.,,0,GLENN KENNY,Review: ‘Matangi/Maya/M.I.A.’ Melds a Rapper’s Music and Activism,2018-09-27,2018-09-28
456,Black 47,R,0,GLENN KENNY,"Review: ‘Black ‘47,’ a Revenge Thriller Set During the Irish Famine",2018-09-27,2018-09-28
457,306 Hollywood,,0,BEN KENIGSBERG,"Review: In ‘306 Hollywood,’ an Excavation — at Grandma’s House",2018-09-27,2018-09-28
458,Cruise,,0,KEN JAWOROWSKI,"Review: ‘Cruise’ Rides Around the ’80s, With Affection",2018-09-27,2018-09-28
459,The Old Man & the Gun,PG-13,0,A.O. SCOTT,Review: Robert Redford Aims to Charm in ‘The Old Man & the Gun’,2018-09-26,2018-09-28
460,Hold the Dark,,0,MANOHLA DARGIS,"Review: In ‘Hold the Dark,’ Wolves, Gloom and Blood in Alaska",2018-09-26,2018-09-28
461,Night School,PG-13,0,A.O. SCOTT,"Review: ‘Night School’ Has Kevin Hart, Tiffany Haddish and a Few Laughs",2018-09-26,2018-09-28
462,Colette,R,1,MANOHLA DARGIS,Review: ‘Colette’ and One Woman’s Lust for Life,2018-09-20,
463,The Sisters Brothers,R,1,MANOHLA DARGIS,Review: Blood Is Never Simple in ‘The Sisters Brothers’,2018-09-20,2018-09-21
464,Quincy,,1,GLENN KENNY,Review: ‘Quincy’ Captures a Lifelong Love Affair With Music,2018-09-20,2018-09-21
465,Tea with the Dames,,1,GLENN KENNY,"Review: In ‘Tea With the Dames,’ Four Legends Dish on Acting and Love",2018-09-20,2018-09-21
466,Fahrenheit 11/9,R,1,GLENN KENNY,"Review: In ‘Fahrenheit 11/9,’ Michael Moore Targets Trump, and Us",2018-09-20,2018-09-21
467,El último traje,,0,BEN KENIGSBERG,"Review: In ‘The Last Suit,’ a Holocaust Survivor Returns Home",2018-09-20,
468,Assassination Nation,R,0,AISHA HARRIS,Review: ‘Assassination Nation’ Bluntly Calls Out All-American Misogyny,2018-09-20,2018-09-21
469,Goyo: Ang Batang Heneral,,0,KEN JAWOROWSKI,Review: ‘Goyo: The Boy General’ Examines a Philippine Hero,2018-09-20,
470,Call Her Ganda,,0,KEN JAWOROWSKI,Review: ‘Call Her Ganda’ Explores the Murder of a Transgender Woman,2018-09-20,2018-09-21
471,The Song of Sway Lake,R,0,BEN KENIGSBERG,"Review: In ‘The Song of Sway Lake,’ Family Resentments Play Out",2018-09-20,2018-09-21
472,"Love, Gilda",,0,JASON ZINOMAN,"Review: In ‘Love, Gilda,’ a Portrait of a Brief and Brilliant Career",2018-09-20,2018-09-21
473,The House with a Clock in Its Walls,PG,0,BEN KENIGSBERG,Review: ‘The House With a Clock in Its Walls’ Is Demented Fun (for Kids),2018-09-20,2018-09-21
474,Life Itself,R,0,A.O. SCOTT,"Review: It’s Called ‘Life Itself,’ and Yet Everyone’s Dead",2018-09-19,2018-09-21
475,Garry Winogrand: All Things are Photographable,,0,A.O. SCOTT,Review: ‘Garry Winogrand’ Pictures an Artist and His World,2018-09-18,2018-09-19
476,Mandy,Not Rated,1,GLENN KENNY,"Review: Cults, Demons and Nicolas Cage in ‘Mandy’",2018-09-17,2018-09-14
477,The Land of Steady Habits,,1,A.O. SCOTT,"Review: In ‘The Land of Steady Habits,’ Suburban Malaise, With a Twist",2018-09-13,2018-09-14
478,"Hale County This Morning, This Evening",,1,GLENN KENNY,Review: A Multiplicity of Moments in Under 80 Minutes in ‘Hale County’,2018-09-13,2018-09-14
479,The Public Image is Rotten,,1,GLENN KENNY,Review: Johnny Rotten Mellows (a Bit) With Age,2018-09-13,2018-09-14
480,Museo,,0,A.O. SCOTT,"Review: In ‘Museo,’ Two Slackers Pull Off a Daring Heist",2018-09-13,
481,A Simple Favor,R,0,MANOHLA DARGIS,Review: Smother Mother Meets Femme Fatale in ‘A Simple Favor’,2018-09-13,2018-09-14
482,Letter from Masanjia,,0,KEN JAWOROWSKI,Review: A Prisoner’s Smuggled Plea Sets ‘Letter From Masanjia’ in Motion,2018-09-13,
483,Where Hands Touch,PG-13,0,GLENN KENNY,"Review: ‘Where Hands Touch,’ Set in Nazi Germany, Is a Disturbing Misfire",2018-09-13,2018-09-14
484,The Predator,R,0,BEN KENIGSBERG,"Review: In ‘The Predator,’ Hunting Season Arrives With a Smirk",2018-09-13,2018-09-14
485,Don't Leave Home,,0,JEANNETTE CATSOULIS,"Review: In ‘Don’t Leave Home,’ Irish Folklore Meets Catholic Guilt",2018-09-13,
486,I Think We're Alone Now,R,0,KEN JAWOROWSKI,Review: ‘I Think We’re Alone Now’ Finds Peter Dinklage at the End of His World,2018-09-13,2018-09-21
487,The Children Act,R,0,BEN KENIGSBERG,Review: Transfusion and Transference in ‘The Children Act’,2018-09-13,2018-09-14
488,Science Fair,PG,0,TEO BUGBEE,"Review: In ‘Science Fair,’ High School Students Are World-Class Scholars",2018-09-13,2018-09-14
489,American Chaos,R,0,KEN JAWOROWSKI,Review: ‘American Chaos’ Looks at the Election. You Know the End.,2018-09-13,2018-09-14
490,Bel Canto,,0,JEANNETTE CATSOULIS,"Review: In ‘Bel Canto,’ Music Is the Food of Love and Rebellion",2018-09-13,2018-09-14
491,Lizzie,R,1,JEANNETTE CATSOULIS,"Review: In ‘Lizzie,’ an Oppressed Daughter Driven to Murder",2018-09-11,2018-09-14
492,Reversing Roe,,0,BEN KENIGSBERG,Review: ‘Reversing Roe’ Shows How Abortion Became Political,2018-09-11,2018-09-13
493,White Boy Rick,R,0,MANOHLA DARGIS,"Review: Drugs, Guns and Poses in ‘White Boy Rick’",2018-09-11,2018-09-14
494,When You Read This Letter,,0,A.O. SCOTT,Review: Jean-Pierre Melville’s ‘When You Read This Letter’ Is a Vexing Noir,2018-09-11,
495,Five Fingers for Marseilles,,1,TEO BUGBEE,Review: ‘Five Fingers for Marseilles’ Takes the Western to South Africa,2018-09-06,2018-09-07
496,Blaze,R,1,A.O. SCOTT,Review: Ethan Hawke’s ‘Blaze’ Revisits a Country-Music Legend,2018-09-06,2018-08-17
497,Peppermint,R,0,AISHA HARRIS,Review: ‘Peppermint’ Is Neither Sweet Nor Good,2018-09-06,2018-09-07
498,Hal,,0,MANOHLA DARGIS,Review: Tracing the Rise and Fall of the Director Hal Ashby,2018-09-06,2018-09-07
499,Kusama: Infinity,,0,BEN KENIGSBERG,Review: ‘Kusama — Infinity’ Gives an Artist Her Due,2018-09-06,2018-09-07
500,I Am Not a Witch,,0,BEN KENIGSBERG,"Review: In ‘I Am Not a Witch,’ Accusations and Tourism in Zambia",2018-09-06,2018-09-07
501,Nelly,,0,GLENN KENNY,Review: ‘Nelly’ Offers a Complex Portrait of a Woman on the Verge,2018-09-06,
502,The Apparition,,0,GLENN KENNY,Review: Strong Performances Anchor ‘The Apparition’,2018-09-06,2018-09-07
503,The Nun,R,0,BEN KENIGSBERG,"Review: In ‘The Nun,’ a Franchise Resumes Its Scary Habits",2018-09-05,2018-09-07
504,Bisbee '17,PG,1,A.O. SCOTT,"Review: In ‘Bisbee ’17,’ Anti-Union Violence Haunts an Arizona Town",2018-09-04,2018-09-05
505,This Can't Happen Here,,0,GLENN KENNY,"Review: ‘This Can’t Happen Here,’ the Film Ingmar Bergman Tried to Bury",2018-09-04,
506,Prototype,,1,GLENN KENNY,"Review: In ‘Prototype,’ Multiple Screens Tell an Apocalyptic Story",2018-08-30,2018-08-31
507,Destination Wedding,R,0,JEANNETTE CATSOULIS,Review: This ‘Destination Wedding’ Does No One Any Favors,2018-08-30,
508,Let the Corpses Tan,,0,MANOHLA DARGIS,"Review: In ‘Let the Corpses Tan,’ Bullets Fly. People Die. But a Story? No.",2018-08-30,2018-08-31
509,Inventing Tomorrow,,0,GLENN KENNY,Review: Teenagers Tackle Environmental Enemies in ‘Inventing Tomorrow’,2018-08-30,
510,Active Measures,PG-13,0,KEN JAWOROWSKI,Review: ‘Active Measures’ Looks at Links Between Trump and Russia,2018-08-30,2018-08-31
511,Pick of the Litter,,0,BEN KENIGSBERG,"Review: In ‘Pick of the Litter,’ Good Dogs Compete to Be the Best",2018-08-30,2018-08-31
512,Kin,PG-13,0,GLENN KENNY,"Review: In ‘Kin,’ a Futuristic Weapon and Family Troubles",2018-08-30,2018-08-31
513,A Paris Education,,0,TEO BUGBEE,Review: University Spoils a Cinephile in ‘A Paris Education’,2018-08-30,2018-08-31
514,Reprisal,R,0,BEN KENIGSBERG,"Review: In ‘Reprisal,’ With Bruce Willis as Your Neighbor, You Too Can Fight Crime",2018-08-30,2018-08-31
515,The Little Stranger,R,0,A.O. SCOTT,"Review: In ‘The Little Stranger,’ a Haunted House and a Fading Way of Life",2018-08-30,2018-08-31
516,Operation Finale,PG-13,0,A.O. SCOTT,"Review: In ‘Operation Finale,’ the Agonizing Hunt for a Nazi",2018-08-28,2018-08-29
517,Support the Girls,R,1,MANOHLA DARGIS,"Review: In ‘Support the Girls,’ Sisterhood Is Funny, Essential and Sweet",2018-08-23,2018-08-24
518,Maison du bonheur,,1,GLENN KENNY,"Review: ‘Maison du Bonheur,’ a Beguiling Portrait of a Woman in Paris",2018-08-23,
519,What Keeps You Alive,R,1,JASON ZINOMAN,"Review: In ‘What Keeps You Alive,’ a Couple, a Cabin and a Crisis",2018-08-23,2018-08-24
520,Hot to Trot,,0,BEN KENIGSBERG,"Review: In ‘Hot to Trot,’ a Look at Same-Sex Ballroom Dancing",2018-08-23,2018-08-24
521,Makala,,0,BEN KENIGSBERG,"Review: In ‘Makala,’ the Difficulties of Selling Charcoal in Congo",2018-08-23,2018-08-24
522,The Bookshop,PG,0,JEANNETTE CATSOULIS,"Review: In ‘The Bookshop,’ Seeking Calm, Finding Conflict",2018-08-23,2018-08-24
523,Blue Iguana,,0,TEO BUGBEE,"Review: ‘Blue Iguana’ Takes Two Goofballs, Adds a Caper and Comes Up Empty",2018-08-23,2018-08-24
524,Arizona,,0,GLENN KENNY,Review: Economic Anxiety Leads to Violence in ‘Arizona’,2018-08-23,2018-08-24
525,An L.A. Minute,R,0,GLENN KENNY,Review: ‘An L.A. Minute’ Isn’t Worth the Time,2018-08-23,2018-08-24
526,Searching,PG-13,0,AISHA HARRIS,"Review: In ‘Searching,’ a Clever Conceit and John Cho as Leading Man",2018-08-23,2018-08-31
527,Crime + Punishment,,1,A.O. SCOTT,Review: ‘Crime+Punishment’ Is a Tough Documentary About Police Abuses,2018-08-22,2018-08-24
528,Papillon,R,0,MANOHLA DARGIS,Review: Tough Guys Tough It Out in ‘Papillon’ (Again!),2018-08-22,2018-08-24
529,The Happytime Murders,R,0,A.O. SCOTT,Review: ‘The Happytime Murders’ Has Puppets as Nasty as the Rest of Us,2018-08-22,2018-08-24
530,The Rest I Make Up,,0,KEN JAWOROWSKI,"Review: In ‘The Rest I Make Up,’ a Playwright’s Life as Memories Ebb",2018-08-22,2018-08-23
531,John McEnroe: In the Realm of Perfection,,1,WESLEY MORRIS,Review: ‘John McEnroe’ Captures a Perfectly Imperfect Tennis Star,2018-08-21,2018-08-22
532,Minding the Gap,,1,A. O. SCOTT,Review: ‘Minding the Gap’ Is an Astonishing Film About American Life,2018-08-16,2018-08-17
533,We the Animals,R,1,JEANNETTE CATSOULIS,"Review: In ‘We the Animals,’ Three Brothers Rush Toward Maturity",2018-08-16,2018-08-17
534,Mile 22,R,0,BEN KENIGSBERG,"Review: In ‘Mile 22,’ Mark Wahlberg, Patriotism and Paranoia",2018-08-16,2018-08-17
535,Alpha,PG-13,0,GLENN KENNY,Review: ‘Alpha’ Explains How Man’s Best Friend Got That Way,2018-08-16,2018-08-17
536,Down a Dark Hall,PG-13,0,TEO BUGBEE,Review: Ghosts and Goofiness Haunt ‘Down a Dark Hall’,2018-08-16,2018-08-17
537,The Wife,R,0,BEN KENIGSBERG,Review: ‘The Wife’ Looks Behind the Closed Doors of a Literary Marriage,2018-08-16,2018-08-17
538,Notes on an Appearance,,0,BEN KENIGSBERG,"Review: In ‘Notes on an Appearance,’ the Hipster Vanishes",2018-08-16,2018-08-17
539,Do You Trust this Computer?,,0,KEN JAWOROWSKI,Review: ‘Do You Trust This Computer?’ The Quick Answer: Nope,2018-08-16,2018-04-05
540,Puppet Master: The Littlest Reich,Not Rated,0,JEANNETTE CATSOULIS,Review: ‘Puppet Master: The Littlest Reich’ Releases Murderous Nazi Dolls,2018-08-16,
541,Memoir of War,,0,GLENN KENNY,"Review: In ‘Memoir of War,’ a Writer Awaits Her Husband’s Return",2018-08-16,2018-08-17
542,A Whale of a Tale,,0,JEANNETTE CATSOULIS,Review: ‘A Whale of a Tale’ Fights Back Against ‘The Cove’,2018-08-16,
543,"Juliet, Naked",R,0,A. O. SCOTT,"Review: Ethan Hawke Is Just Right as a ’90s Indie-Rocker in ‘Juliet, Naked’",2018-08-15,2018-08-17
544,Cielo,,0,BEN KENIGSBERG,"Review: Looking to the Stars, ‘Cielo’ Can’t Quite Form a Constellation",2018-08-14,2018-08-15
545,Crazy Rich Asians,PG-13,0,A. O. SCOTT,Review: ‘Crazy Rich Asians’ Is a Party With a First-Rate Guest List,2018-08-14,2018-08-15
546,Blackkklansman,R,1,A.O. SCOTT,Review: Spike Lee’s ‘BlacKkKlansman’ Journeys Into White America’s Heart of Darkness,2018-08-09,2018-08-10
547,The 317th Platoon,,1,GLENN KENNY,"Review: The Vietnam War, as Fought by the French, in ‘The 317th Platoon’",2018-08-09,
548,Skate Kitchen,R,1,GLENN KENNY,"Review: In ‘Skate Kitchen,’ a Tight-Knit Group of Girls Takes In a Newcomer",2018-08-09,2018-08-10
549,A Prayer Before Dawn,R,1,JEANNETTE CATSOULIS,Review: ‘A Prayer Before Dawn’ Drops a British Boxer Into a Thai Prison,2018-08-09,2018-08-10
550,Svanurinn,,0,TEO BUGBEE,"Review: In ‘The Swan,’ Ennui Permeates Rural Iceland",2018-08-09,2018-08-10
551,Slender Man,PG-13,0,GLENN KENNY,"Review: In ‘Slender Man,’ Horror Emerges From the Internet",2018-08-09,2018-08-10
552,Madeline's Madeline,Not Rated,0,A.O. SCOTT,"Review: In ‘Madeline’s Madeline,’ Hazy Boundaries Between Life and Art",2018-08-09,2018-08-10
553,Elizabeth Harvest,R,0,BEN KENIGSBERG,"Review: In ‘Elizabeth Harvest,’ Forbidden Rooms and Stylized Mystery",2018-08-09,
554,Dog Days,PG,0,GLENN KENNY,"Review: In ‘Dog Days,’ Finding Each Other Through Canine Fandom",2018-08-09,2018-08-08
555,BuyBust,,0,JEANNETTE CATSOULIS,Review: ‘BuyBust’ Delivers a Thriller in Manila,2018-08-09,2018-08-10
556,The Meg,PG-13,0,JEANNETTE CATSOULIS,"Review: ‘The Meg’ Goes on the Rampage, but Barely Makes a Splash",2018-08-08,2018-08-10
557,The Miseducation of Cameron Post,Not Rated,1,A.O. SCOTT,Review: ‘The Miseducation of Cameron Post’ Resists the Straight and Narrow,2018-08-02,2018-08-03
558,King Cohen: The Wild World of Filmmaker Larry Cohen,,1,GLENN KENNY,"Review: In ‘King Cohen,’ the Joy of a Low-Budget Auteur",2018-08-02,2018-08-14
559,Milla,,1,TEO BUGBEE,Review: ‘Milla’ Is a Stunning Ode to Children Who Become Mothers,2018-08-02,2018-08-03
560,Christopher Robin,PG,0,BEN KENIGSBERG,"Review: In ‘Christopher Robin,’ the Hundred Acre Wood Grows Up",2018-08-02,2018-08-03
561,Cocote,,0,GLENN KENNY,"Review: In ‘Cocote,’ an Ambitious Director Undercuts His Simple Story",2018-08-02,
562,The Darkest Minds,PG-13,0,BEN KENIGSBERG,"‘The Darkest Minds,’ With Thought Control and Telekinesis",2018-08-02,2018-08-03
563,Night Comes On,,0,TEO BUGBEE,Review: ‘Night Comes On’ Thoughtfully Contemplates a Teenager’s Revenge,2018-08-02,2018-08-03
564,Scotty and the Secret History of Hollywood,,0,JEANNETTE CATSOULIS,Review: ‘Scotty and the Secret History of Hollywood’ Reveals a Gabby Hollywood Hustler,2018-08-02,2018-07-27
565,Gavagai,,0,GLENN KENNY,"Review: In ‘Gavagai,’ a Widower on a Quest",2018-08-02,2018-08-03
566,Never Goin' Back,R,0,JEANNETTE CATSOULIS,Review: Diner Waitresses Rebel in ‘Never Goin’ Back’,2018-08-02,2018-08-03
567,The Spy Who Dumped Me,R,0,A.O. SCOTT,Review: ‘The Spy Who Dumped Me’ Is a Buddy Comedy With a Body Count,2018-08-01,2018-08-03
568,"Nico, 1988",R,1,JEANNETTE CATSOULIS,"Review: ‘Nico, 1988’ Dramatizes the Singer’s Tormented Final Years",2018-07-31,2018-08-01
569,Rendezvous in July,,1,GLENN KENNY,"Review: In ‘Rendezvous in July,’ Young Parisians Are on the Move",2018-07-31,
570,"No Date, No Signature",,0,BEN KENIGSBERG,"Review: In ‘No Date, No Signature,’ a Doctor Seethes With Guilt Over a Boy’s Death",2018-07-31,2018-08-01
571,Prairie Trilogy,,1,GLENN KENNY,"Review: In ‘Prairie Trilogy,’ All-American Stories of Socialism",2018-07-26,
572,Good Manners,,1,JEANNETTE CATSOULIS,Review: ‘Good Manners’ Is a Twisty Werewolf Tale From Brazil,2018-07-26,2018-07-27
573,Killer Bees,,1,JASON ZINOMAN,Review: ‘Killer Bees’ Tracks Working-Class Athletes in the Hamptons,2018-07-26,2018-07-27
574,Scarred Hearts,Not Rated,1,BEN KENIGSBERG,Review: ‘Scarred Hearts’ Entraps a Young Man and His Illness,2018-07-26,2018-07-27
575,The Captain,,1,JEANNETTE CATSOULIS,"Review: In ‘The Captain,’ a Sadistic Nazi Is an Impostor",2018-07-26,2018-07-27
576,The Bleeding Edge,,1,KEN JAWOROWSKI,"Review: In ‘The Bleeding Edge,’ Victims of Medical Devices",2018-07-26,
577,Teen Titans Go! To the Movies,PG,0,KEN JAWOROWSKI,"Review: In ‘Teen Titans Go! To the Movies,’ It Takes a Superhero to Spoof One",2018-07-26,2018-07-27
